Unnamed: 0,SARSA,SARSA Lambda,Q-learning,R-Learning
576,-719.36,-706.01,-733.09,-713.12
577,-719.36,-705.56,-733.0,-714.2
578,-720.8,-705.65,-732.19,-714.74
579,-720.08,-707.45,-733.54,-714.56
580,-719.45,-708.08,-732.46,-713.03
581,-719.18,-708.89,-731.68,-711.68
582,-720.08,-709.61,-731.59,-712.04
583,-720.8,-709.79,-731.77,-712.67
584,-718.91,-707.63,-730.33,-711.77
585,-718.19,-708.08,-728.71,-713.27
586,-718.46,-708.53,-729.61,-714.58
587,-719.0,-707.9,-728.26,-715.03
588,-719.94,-708.98,-728.62,-713.87
589,-719.85,-708.08,-725.92,-710.7
590,-719.76,-707.72,-725.38,-710.88
591,-719.76,-708.08,-726.55,-709.53
592,-720.4,-708.26,-727.54,-706.37
593,-721.66,-708.26,-726.64,-706.91
594,-721.12,-708.17,-726.55,-704.84
595,-721.21,-711.68,-724.66,-704.39
596,-720.13,-711.86,-725.47,-706.19
597,-719.86,-711.95,-724.66,-705.08
598,-719.32,-717.35,-725.56,-704.27
599,-720.44,-718.25,-724.84,-704.45
600,-720.17,-718.52,-724.84,-704.9
601,-721.25,-717.89,-724.48,-705.71
602,-722.51,-717.98,-724.48,-704.9
603,-722.6,-717.8,-724.3,-705.07
604,-722.15,-713.86,-724.66,-705.7
605,-722.24,-714.85,-725.27,-706.33
606,-723.77,-714.58,-726.44,-705.43
607,-724.04,-713.41,-726.98,-703.45
608,-726.07,-712.6,-726.44,-702.55
609,-725.26,-712.69,-726.89,-698.25
610,-723.46,-710.98,-726.89,-698.43
611,-722.56,-711.34,-725.45,-697.89
612,-721.84,-709.81,-725.36,-699.15
613,-720.76,-710.53,-725.45,-697.44
614,-721.57,-710.8,-725.72,-697.71
615,-721.48,-710.8,-726.53,-696.36
616,-719.86,-711.7,-727.25,-694.37
617,-719.86,-712.15,-725.81,-687.99
618,-719.68,-711.16,-724.46,-687.36
619,-720.4,-710.89,-724.73,-685.54
620,-720.85,-711.79,-723.11,-682.71
621,-720.85,-711.61,-724.91,-681.63
622,-721.39,-711.61,-723.52,-681.45
623,-720.76,-711.07,-723.16,-682.08
624,-722.47,-707.19,-722.89,-681.36
625,-721.12,-708.45,-721.99,-680.91
626,-722.02,-708.27,-721.27,-681.72
627,-715.56,-708.45,-719.92,-680.82
628,-716.19,-709.17,-719.45,-681.63
629,-716.28,-712.83,-719.0,-682.35
630,-715.56,-713.82,-717.74,-680.91
631,-716.73,-712.74,-718.46,-678.12
632,-717.45,-713.1,-718.46,-678.84
633,-717.27,-713.55,-718.82,-677.67
634,-717.81,-714.09,-712.09,-676.41
635,-718.08,-715.53,-712.99,-676.77
636,-718.44,-715.35,-713.62,-677.58
637,-716.73,-715.89,-711.82,-678.03
638,-716.73,-714.27,-714.3,-677.94
639,-715.47,-714.27,-715.92,-676.86
640,-716.19,-710.37,-715.83,-677.13
641,-720.49,-709.92,-716.28,-676.77
642,-720.49,-709.74,-716.82,-674.68
643,-719.32,-709.47,-718.89,-675.04
644,-720.22,-708.12,-719.16,-674.95
645,-721.12,-707.31,-720.33,-675.85
646,-720.49,-707.94,-720.6,-674.86
647,-721.12,-707.76,-722.04,-674.86
648,-720.94,-706.32,-722.13,-675.85
649,-721.39,-708.83,-722.4,-676.48
650,-721.39,-709.37,-722.13,-677.92
651,-722.2,-709.23,-722.04,-678.55
652,-720.76,-708.06,-721.23,-678.91
653,-721.03,-708.06,-720.69,-677.74
654,-721.21,-708.06,-720.78,-678.73
655,-719.68,-709.05,-720.15,-678.82
656,-721.21,-710.22,-718.89,-678.01
657,-719.73,-709.68,-718.08,-677.29
658,-719.01,-711.57,-718.71,-676.48
659,-717.93,-710.49,-718.44,-674.95
660,-717.21,-710.49,-717.63,-675.94
661,-717.48,-710.31,-717.9,-674.59
662,-717.75,-710.94,-723.0,-674.95
663,-717.39,-710.85,-724.89,-679.53
664,-715.95,-709.32,-724.71,-680.52
665,-715.5,-708.06,-723.81,-680.79
666,-715.95,-709.23,-724.62,-686.71
667,-715.41,-709.32,-723.72,-687.34
668,-713.61,-709.23,-722.73,-688.6
669,-712.53,-708.33,-722.37,-688.15
670,-713.16,-710.52,-723.81,-688.33
671,-711.63,-708.99,-724.62,-688.42
672,-706.81,-713.07,-722.37,-685.81
673,-708.07,-712.62,-722.46,-686.17
674,-708.16,-712.98,-720.75,-684.46
675,-707.98,-713.25,-720.3,-684.82
676,-707.62,-711.81,-720.03,-684.37
677,-707.44,-712.89,-719.58,-683.56
678,-707.35,-713.79,-717.42,-683.02
679,-707.53,-712.08,-716.16,-682.84
680,-707.89,-711.9,-716.88,-684.01
681,-708.25,-705.41,-717.12,-684.64
682,-708.07,-704.42,-716.57,-685.36
683,-706.54,-698.96,-715.58,-685.54
684,-707.26,-700.94,-714.32,-685.0
685,-705.64,-700.85,-709.61,-684.28
686,-705.82,-701.66,-709.88,-683.56
687,-706.27,-702.11,-709.52,-683.29
688,-704.01,-700.85,-707.9,-683.82
689,-704.1,-700.4,-708.44,-686.27
690,-704.28,-700.49,-709.34,-685.64
691,-702.93,-701.21,-708.35,-684.27
692,-698.92,-701.48,-706.73,-683.07
693,-697.21,-701.84,-707.72,-682.98
694,-697.39,-696.24,-707.18,-683.61
695,-695.68,-697.23,-707.0,-681.23
696,-695.95,-697.5,-707.09,-679.97
697,-695.14,-697.77,-707.81,-680.99
698,-695.86,-698.04,-704.1,-679.48
699,-695.77,-697.32,-704.01,-678.04
700,-696.4,-696.6,-702.93,-679.12
701,-694.69,-696.24,-702.93,-679.84
702,-693.07,-694.62,-702.75,-677.06
703,-693.43,-695.16,-703.74,-677.67
704,-694.42,-698.74,-702.66,-678.12
705,-694.15,-699.1,-703.38,-678.21
706,-692.26,-700.54,-702.66,-679.2
707,-690.55,-701.89,-702.03,-680.1
708,-691.27,-703.15,-701.76,-680.01
709,-691.63,-702.7,-701.4,-684.94
710,-692.35,-703.15,-702.12,-685.12
711,-692.98,-703.87,-702.39,-682.67
712,-694.6,-705.22,-702.66,-682.85
713,-694.15,-706.12,-701.04,-683.12
714,-693.29,-705.4,-701.31,-682.67
715,-694.1,-705.94,-699.6,-682.49
716,-693.92,-705.85,-698.61,-686.83
717,-693.74,-704.86,-698.16,-693.21
718,-695.09,-705.13,-699.6,-693.75
719,-695.18,-705.22,-699.15,-695.03
720,-694.01,-705.22,-699.51,-697.5
721,-693.29,-704.68,-698.52,-697.23
722,-692.75,-704.86,-699.46,-697.23
723,-693.29,-704.59,-698.2,-696.42
724,-692.3,-709.01,-698.38,-695.88
725,-692.84,-708.11,-698.38,-695.88
726,-693.47,-708.65,-698.38,-695.34
727,-698.58,-707.75,-698.74,-696.78
728,-698.31,-707.75,-699.01,-696.24
729,-697.86,-707.57,-699.73,-697.23
730,-698.85,-706.31,-699.64,-698.4
731,-697.32,-706.13,-699.01,-699.84
732,-695.7,-704.13,-697.84,-700.02
733,-695.97,-702.87,-698.47,-699.57
734,-694.35,-702.78,-705.38,-700.47
735,-693.81,-701.88,-704.39,-698.94
736,-694.26,-701.16,-704.93,-699.3
737,-694.89,-699.99,-706.19,-697.95
738,-694.17,-700.17,-704.97,-698.22
739,-695.25,-700.53,-703.8,-698.39
740,-694.44,-704.25,-702.45,-698.03
741,-694.71,-704.97,-698.27,-697.58
742,-695.34,-704.52,-698.27,-700.12
743,-695.97,-705.78,-696.11,-700.75
744,-696.06,-706.14,-695.12,-700.93
745,-694.71,-702.52,-694.67,-699.94
746,-693.44,-700.9,-693.68,-700.12
747,-693.26,-701.44,-693.5,-699.4
748,-692.9,-702.07,-694.31,-693.26
749,-691.91,-701.98,-694.67,-692.63
750,-692.36,-702.25,-694.94,-691.64
751,-690.47,-701.53,-694.58,-691.01
752,-690.47,-701.62,-695.39,-691.91
753,-689.3,-700.81,-695.21,-692.7
754,-690.38,-700.81,-693.59,-690.54
755,-690.38,-700.19,-693.41,-690.09
756,-689.66,-699.92,-693.68,-688.25
757,-690.6,-700.19,-694.13,-688.52
758,-690.06,-698.93,-693.5,-688.7
759,-690.6,-700.64,-693.59,-689.24
760,-690.6,-700.82,-693.95,-689.51
761,-687.8,-701.18,-692.24,-690.59
762,-688.88,-699.83,-690.8,-690.5
763,-689.78,-700.37,-689.09,-689.69
764,-690.23,-700.19,-688.91,-688.88
765,-689.42,-699.65,-689.45,-688.43
766,-689.15,-698.03,-689.9,-689.78
767,-689.24,-697.13,-689.36,-689.51
768,-689.96,-696.5,-689.63,-688.61
769,-690.32,-692.01,-689.36,-689.33
770,-690.77,-690.39,-687.38,-688.79
771,-690.32,-691.2,-687.38,-688.43
772,-694.24,-690.3,-688.1,-689.78
773,-694.96,-690.57,-687.65,-689.06
774,-694.06,-691.29,-688.1,-689.96
775,-693.79,-690.57,-687.74,-690.05
776,-693.88,-688.95,-687.74,-689.51
777,-693.43,-689.67,-688.46,-689.87
778,-692.36,-688.05,-690.62,-690.5
779,-691.82,-687.96,-690.35,-689.6
780,-691.91,-687.87,-689.54,-688.88
781,-692.18,-693.1,-689.36,-688.97
782,-692.27,-693.37,-690.09,-689.06
783,-692.0,-698.83,-692.07,-687.26
784,-692.72,-698.38,-693.15,-688.52
785,-694.16,-698.65,-698.13,-689.33
786,-693.53,-698.65,-697.68,-690.32
787,-692.45,-697.3,-699.12,-687.32
788,-694.08,-697.48,-700.41,-687.68
789,-693.72,-696.85,-697.44,-687.77
790,-693.63,-695.86,-697.62,-687.68
791,-692.86,-693.52,-697.8,-685.37
792,-692.54,-693.34,-698.79,-688.56
793,-694.16,-693.16,-697.71,-687.93
794,-695.33,-699.21,-698.16,-686.94
795,-696.95,-697.41,-697.71,-689.41
796,-697.04,-698.22,-696.99,-689.14
797,-696.04,-697.95,-696.0,-688.69
798,-694.78,-696.96,-700.43,-691.01
799,-694.42,-695.79,-701.06,-691.01
800,-693.34,-695.16,-702.32,-690.29
801,-693.07,-695.34,-702.5,-689.39
802,-693.34,-696.96,-702.23,-686.35
803,-692.8,-697.05,-700.97,-687.07
804,-691.36,-697.05,-700.61,-685.72
805,-691.72,-695.16,-700.16,-685.63
806,-692.62,-693.63,-699.71,-683.65
807,-694.42,-691.92,-699.35,-684.19
808,-693.61,-690.48,-699.08,-682.21
809,-694.42,-691.47,-699.8,-680.77
810,-695.41,-691.92,-698.0,-680.5
811,-696.13,-687.41,-698.54,-683.67
812,-694.51,-687.77,-697.19,-682.59
813,-694.69,-685.34,-697.37,-681.4
814,-695.46,-686.6,-692.19,-680.95
815,-694.29,-687.5,-692.46,-681.76
816,-695.73,-686.24,-692.19,-680.14
817,-695.73,-685.34,-692.19,-679.51
818,-694.29,-684.98,-691.83,-678.52
819,-695.01,-685.52,-692.01,-678.7
820,-695.19,-681.22,-689.0,-679.06
821,-691.32,-681.67,-688.1,-680.59
822,-688.36,-682.12,-688.73,-681.49
823,-686.96,-683.02,-689.54,-681.94
824,-687.05,-681.85,-689.09,-683.47
825,-688.13,-682.3,-689.63,-683.38
826,-686.96,-682.3,-691.16,-682.84
827,-688.4,-682.75,-690.89,-681.94
828,-688.04,-682.66,-689.72,-681.94
829,-684.57,-682.75,-688.28,-679.42
830,-683.49,-683.11,-689.45,-677.98
831,-682.59,-683.2,-688.73,-677.71
832,-684.3,-682.14,-688.82,-675.91
833,-683.85,-682.14,-688.28,-675.82
834,-684.57,-682.23,-687.11,-674.83
835,-684.84,-681.78,-686.88,-674.92
836,-684.75,-682.05,-684.72,-674.56
837,-684.48,-682.41,-683.46,-674.83
838,-686.28,-683.13,-684.05,-674.65
839,-685.47,-680.86,-684.14,-675.65
840,-686.15,-680.41,-685.13,-674.39
841,-685.88,-678.7,-688.86,-674.48
842,-685.88,-678.88,-689.22,-673.58
843,-685.97,-673.13,-689.31,-668.42
844,-686.6,-673.85,-690.12,-667.7
845,-683.96,-676.39,-689.67,-669.05
846,-685.14,-676.57,-690.48,-668.33
847,-683.88,-676.48,-689.76,-666.98
848,-683.07,-676.12,-689.22,-672.58
849,-682.62,-675.85,-688.5,-668.37
850,-681.72,-674.95,-687.87,-667.83
851,-682.89,-674.86,-686.7,-667.2
852,-684.51,-674.23,-686.79,-665.76
853,-685.86,-674.95,-686.97,-665.87
854,-684.51,-674.68,-686.1,-665.51
855,-685.14,-674.13,-685.65,-666.5
856,-686.4,-672.87,-686.19,-669.42
857,-687.03,-672.42,-685.56,-668.25
858,-688.83,-672.87,-685.56,-667.71
859,-687.21,-671.25,-684.93,-668.07
860,-686.4,-671.25,-685.56,-666.45
861,-687.94,-671.34,-685.29,-661.97
862,-685.96,-672.24,-685.29,-662.51
863,-684.16,-671.34,-685.92,-663.59
864,-684.7,-671.61,-685.83,-663.23
865,-682.9,-672.06,-685.02,-663.5
866,-684.61,-672.78,-684.75,-663.05
867,-684.88,-673.32,-686.37,-663.59
868,-684.7,-672.6,-686.46,-662.78
869,-685.6,-677.27,-687.72,-662.06
870,-683.98,-677.9,-689.61,-662.78
871,-684.52,-678.35,-684.28,-662.51
872,-684.7,-678.62,-684.82,-661.7
873,-684.34,-677.54,-684.64,-661.34
874,-684.07,-677.45,-684.91,-661.25
875,-684.16,-677.54,-684.28,-661.25
876,-685.15,-678.62,-684.01,-662.24
877,-685.96,-676.91,-682.03,-661.88
878,-686.76,-677.0,-681.67,-660.53
879,-686.76,-676.46,-679.78,-661.52
880,-685.59,-675.38,-680.32,-662.33
881,-684.24,-676.1,-676.09,-661.61
882,-683.97,-676.37,-675.46,-660.53
883,-683.7,-675.56,-674.29,-661.25
884,-682.26,-675.74,-673.48,-660.26
885,-682.71,-674.84,-675.19,-660.35
886,-683.16,-673.04,-675.28,-659.63
887,-683.61,-673.31,-675.37,-661.82
888,-683.7,-673.13,-674.71,-661.46
889,-684.6,-673.4,-677.05,-661.82
890,-683.97,-674.39,-676.42,-661.01
891,-684.38,-674.66,-676.24,-664.42
892,-687.27,-672.94,-676.15,-664.96
893,-687.36,-671.77,-675.97,-660.46
894,-685.07,-671.14,-675.52,-662.26
895,-684.89,-670.96,-675.88,-662.44
896,-684.35,-670.15,-676.24,-662.62
897,-685.44,-669.79,-675.79,-662.71
898,-687.15,-670.33,-674.08,-661.36
899,-686.25,-668.96,-673.99,-661.72
900,-687.6,-670.22,-673.63,-660.74
901,-688.05,-671.21,-673.09,-661.01
902,-688.59,-671.12,-673.45,-665.75
903,-687.96,-671.48,-673.81,-665.12
904,-688.05,-671.3,-675.25,-665.3
905,-688.68,-671.05,-675.88,-664.58
906,-687.87,-671.41,-675.61,-666.29
907,-687.6,-672.31,-676.6,-666.47
908,-687.6,-671.68,-677.23,-667.37
909,-685.98,-668.52,-676.6,-669.26
910,-685.17,-669.78,-676.69,-669.08
911,-682.68,-673.84,-674.98,-669.53
912,-683.58,-673.21,-674.89,-670.25
913,-683.13,-673.39,-675.61,-671.44
914,-682.59,-669.61,-680.25,-671.44
915,-683.13,-667.72,-679.8,-671.17
916,-682.95,-667.09,-680.34,-672.61
917,-681.96,-667.9,-680.43,-668.0
918,-682.59,-667.45,-679.8,-668.18
919,-681.51,-665.92,-679.89,-666.13
920,-681.51,-670.22,-682.45,-665.32
921,-684.3,-669.95,-683.25,-663.7
922,-686.81,-668.14,-681.99,-662.71
923,-686.68,-664.07,-681.81,-662.35
924,-686.59,-664.34,-680.28,-660.37
925,-685.87,-662.81,-679.92,-660.91
926,-685.42,-662.27,-676.42,-660.73
927,-684.52,-662.99,-672.02,-661.27
928,-684.97,-658.61,-672.83,-661.36
929,-686.57,-657.71,-672.56,-662.17
930,-686.39,-657.17,-672.38,-663.43
931,-687.02,-658.61,-672.65,-664.15
932,-685.85,-661.4,-667.34,-665.41
933,-680.39,-662.12,-666.35,-664.96
934,-681.11,-662.3,-666.98,-665.59
935,-679.94,-661.58,-667.57,-665.41
936,-679.4,-661.04,-668.29,-665.32
937,-678.23,-661.31,-667.48,-661.48
938,-677.6,-661.22,-667.21,-660.76
939,-677.87,-662.05,-666.31,-660.13
940,-677.28,-661.15,-665.23,-661.3
941,-677.28,-661.87,-660.97,-661.66
942,-676.74,-656.44,-661.24,-662.38
943,-676.74,-662.55,-660.07,-666.64
944,-674.76,-661.02,-661.06,-666.82
945,-678.39,-661.56,-662.41,-666.46
946,-679.56,-662.37,-662.95,-666.19
947,-679.11,-661.38,-663.13,-667.63
948,-678.75,-660.93,-658.33,-667.36
949,-678.84,-661.2,-657.79,-671.39
950,-679.74,-661.11,-658.42,-671.93
951,-679.38,-661.2,-660.13,-672.83
952,-677.4,-662.28,-660.04,-672.56
953,-676.95,-659.28,-658.79,-671.79
954,-677.67,-659.1,-660.2,-672.24
955,-677.58,-660.18,-658.46,-670.8
956,-676.23,-660.81,-657.47,-671.16
957,-675.42,-661.08,-658.19,-672.33
958,-673.53,-660.09,-656.3,-672.15
959,-675.42,-660.27,-657.56,-670.26
960,-676.5,-660.18,-655.52,-670.8
961,-676.77,-661.35,-656.15,-675.55
962,-676.59,-661.71,-657.14,-675.64
963,-678.48,-661.62,-656.87,-675.1
964,-677.67,-661.53,-655.97,-674.02
965,-679.2,-661.35,-657.05,-673.66
966,-676.77,-661.35,-656.6,-673.84
967,-676.14,-660.9,-653.99,-672.94
968,-675.78,-657.89,-654.35,-673.93
969,-675.24,-656.54,-652.91,-675.01
970,-674.52,-655.91,-652.01,-674.74
971,-674.7,-654.74,-656.26,-673.65
972,-674.16,-655.55,-655.0,-674.82
973,-672.9,-656.27,-655.99,-675.0
974,-673.35,-654.47,-656.08,-671.55
975,-672.9,-655.91,-656.53,-670.29
976,-672.36,-656.72,-656.89,-669.84
977,-671.82,-656.9,-658.96,-669.93
978,-671.37,-652.61,-655.53,-669.48
979,-671.1,-652.88,-656.88,-669.48
980,-671.28,-653.33,-652.44,-669.93
981,-671.19,-654.23,-657.3,-670.74
982,-670.11,-653.24,-658.02,-671.01
983,-670.47,-653.51,-658.65,-671.55
984,-671.28,-654.59,-658.56,-671.19
985,-670.74,-654.86,-656.85,-671.46
986,-670.38,-655.67,-656.76,-670.74
987,-670.92,-656.93,-655.41,-670.83
988,-671.28,-657.11,-655.68,-669.93
989,-670.47,-656.12,-656.49,-669.12
990,-667.59,-656.66,-656.4,-670.83
991,-668.4,-658.82,-656.76,-672.0
992,-667.95,-654.27,-656.04,-670.92
993,-667.68,-654.72,-655.86,-676.23
994,-668.08,-653.46,-656.4,-675.06
995,-666.91,-653.91,-651.78,-675.15
996,-667.18,-654.27,-651.15,-675.42
997,-667.18,-652.92,-651.51,-670.77
998,-666.19,-652.92,-645.87,-671.4
999,-666.46,-655.01,-645.96,-671.4
1000,-664.66,-654.11,-645.69,-672.02
1001,-665.02,-653.39,-646.05,-667.3
1002,-663.67,-652.67,-646.41,-666.76
1003,-665.29,-653.12,-645.15,-666.31
1004,-664.93,-653.48,-643.17,-667.12
1005,-664.3,-650.42,-642.63,-667.12
1006,-665.29,-649.07,-643.35,-666.49
1007,-660.53,-649.61,-642.09,-665.5
1008,-660.26,-650.96,-642.18,-664.13
1009,-661.97,-653.49,-642.63,-663.05
1010,-657.96,-652.14,-643.62,-663.14
1011,-659.37,-651.78,-643.89,-661.97
1012,-658.11,-651.87,-644.16,-662.06
1013,-658.56,-652.68,-643.26,-662.69
1014,-659.1,-655.2,-642.99,-663.5
1015,-658.74,-655.29,-642.99,-664.22
1016,-656.99,-656.28,-642.63,-663.68
1017,-656.36,-652.7,-641.37,-667.21
1018,-655.73,-653.51,-641.28,-662.43
1019,-656.0,-653.6,-641.1,-663.58
1020,-655.37,-652.7,-641.55,-663.04
1021,-656.63,-652.25,-640.84,-664.48
1022,-658.16,-654.24,-641.92,-665.56
1023,-658.35,-656.87,-642.01,-665.47
1024,-658.53,-656.69,-642.37,-665.83
1025,-658.8,-657.68,-641.92,-665.29
1026,-658.17,-657.41,-643.62,-665.29
1027,-658.08,-655.97,-648.65,-665.92
1028,-657.63,-660.53,-648.65,-665.65
1029,-659.14,-660.8,-647.67,-665.29
1030,-660.4,-659.09,-647.13,-663.85
1031,-661.03,-658.91,-646.59,-662.59
1032,-657.34,-659.18,-651.45,-663.4
1033,-658.0,-659.45,-651.54,-664.03
1034,-656.83,-659.09,-651.0,-659.11
1035,-656.74,-659.27,-650.64,-659.2
1036,-655.9,-659.72,-649.83,-659.47
1037,-658.33,-659.72,-651.81,-664.03
1038,-657.61,-658.82,-652.35,-665.11
1039,-657.61,-658.37,-652.62,-664.66
1040,-657.16,-658.55,-653.07,-664.39
1041,-656.35,-658.82,-652.3,-664.3
1042,-656.08,-661.16,-651.58,-663.4
1043,-655.45,-660.26,-652.75,-662.59
1044,-656.08,-660.62,-650.95,-662.23
1045,-655.99,-660.98,-648.61,-661.51
1046,-654.55,-660.35,-647.35,-661.6
1047,-656.8,-661.07,-646.81,-660.97
1048,-657.97,-655.9,-650.89,-660.07
1049,-657.79,-655.27,-651.88,-659.53
1050,-656.8,-655.72,-651.7,-659.08
1051,-656.26,-655.72,-650.35,-653.66
1052,-656.35,-655.9,-649.81,-654.65
1053,-656.44,-659.26,-651.42,-654.97
1054,-655.78,-659.98,-650.7,-655.42
1055,-655.87,-659.53,-653.88,-656.77
1056,-655.78,-659.71,-653.43,-655.24
1057,-655.15,-660.79,-653.16,-654.16
1058,-655.51,-660.61,-654.24,-654.16
1059,-654.25,-660.79,-652.98,-655.24
1060,-654.07,-659.08,-652.61,-655.24
1061,-653.71,-657.73,-652.07,-653.8
1062,-654.16,-656.92,-650.99,-652.72
1063,-652.99,-657.37,-651.89,-652.9
1064,-653.26,-656.02,-651.44,-654.34
1065,-652.54,-656.65,-649.46,-653.44
1066,-653.35,-657.28,-649.91,-652.9
1067,-653.62,-658.09,-650.0,-653.35
1068,-653.71,-662.54,-648.92,-650.98
1069,-653.44,-664.16,-650.18,-649.27
1070,-654.88,-665.06,-647.22,-649.18
1071,-655.78,-665.69,-646.59,-650.27
1072,-656.23,-663.35,-647.04,-650.18
1073,-656.95,-662.9,-645.51,-645.88
1074,-656.86,-663.89,-645.24,-649.42
1075,-656.68,-662.36,-645.51,-650.86
1076,-655.6,-662.18,-644.52,-650.41
1077,-654.97,-662.18,-643.62,-649.69
1078,-654.52,-667.82,-647.23,-650.14
1079,-655.42,-664.19,-647.32,-650.5
1080,-655.24,-662.84,-652.48,-649.15
1081,-656.32,-661.13,-652.21,-648.61
1082,-657.4,-656.53,-652.39,-648.52
1083,-657.94,-656.26,-652.93,-648.25
1084,-658.75,-654.82,-653.92,-645.08
1085,-659.11,-654.82,-653.92,-643.46
1086,-658.57,-654.82,-653.29,-644.9
1087,-657.31,-654.01,-652.66,-645.08
1088,-655.96,-652.48,-652.12,-646.34
1089,-656.95,-653.74,-650.86,-647.51
1090,-660.91,-652.66,-648.06,-646.61
1091,-661.45,-651.31,-647.76,-646.43
1092,-663.07,-657.13,-648.93,-646.88
1093,-655.89,-655.87,-649.2,-645.62
1094,-657.33,-656.41,-649.56,-646.61
1095,-657.42,-656.5,-654.18,-645.71
1096,-657.33,-655.96,-654.18,-645.98
1097,-657.42,-656.68,-654.54,-649.73
1098,-657.96,-655.6,-660.27,-649.37
1099,-659.13,-655.06,-660.18,-649.01
1100,-655.82,-655.51,-659.82,-648.29
1101,-653.93,-655.51,-658.92,-651.57
1102,-651.67,-654.7,-658.74,-652.2
1103,-650.23,-654.07,-660.36,-651.66
1104,-650.77,-653.44,-661.08,-650.67
1105,-650.95,-657.83,-660.9,-652.02
1106,-651.13,-658.55,-660.27,-648.15
1107,-655.35,-657.74,-660.0,-647.79
1108,-655.62,-657.2,-659.01,-648.98
1109,-655.35,-657.11,-658.47,-648.8
1110,-659.9,-657.47,-657.93,-649.88
1111,-659.99,-657.65,-657.93,-649.07
1112,-658.41,-657.2,-655.81,-649.88
1113,-658.86,-657.38,-656.26,-650.33
1114,-658.95,-657.38,-655.54,-650.06
1115,-658.59,-656.57,-656.26,-646.75
1116,-659.44,-656.12,-656.35,-647.29
1117,-660.07,-660.33,-655.9,-647.65
1118,-659.53,-661.32,-655.72,-653.24
1119,-659.08,-662.4,-655.0,-653.96
1120,-658.72,-663.12,-654.01,-654.77
1121,-659.08,-663.48,-655.0,-648.86
1122,-657.46,-661.59,-654.1,-648.32
1123,-657.81,-660.96,-654.42,-648.77
1124,-656.1,-659.07,-655.59,-649.22
1125,-655.11,-659.34,-656.58,-648.14
1126,-655.47,-659.88,-656.76,-648.77
1127,-655.38,-660.15,-655.05,-647.15
1128,-655.38,-660.06,-654.24,-648.23
1129,-654.84,-657.5,-655.22,-648.59
1130,-654.66,-658.94,-655.22,-646.93
1131,-653.49,-655.49,-654.77,-648.46
1132,-656.91,-655.04,-655.4,-646.12
1133,-662.07,-653.6,-655.49,-646.3
1134,-662.34,-652.34,-655.4,-650.59
1135,-663.24,-653.6,-656.03,-651.04
1136,-663.63,-653.78,-656.48,-649.15
1137,-660.93,-653.87,-656.12,-647.89
1138,-661.02,-654.23,-655.22,-647.26
1139,-660.57,-653.42,-654.95,-647.62
1140,-661.83,-654.32,-654.59,-647.53
1141,-661.65,-653.96,-659.62,-647.8
1142,-660.48,-657.23,-659.44,-648.16
1143,-660.57,-655.61,-658.27,-648.43
1144,-659.67,-655.7,-658.18,-647.08
1145,-659.67,-654.98,-658.0,-646.27
1146,-659.04,-653.73,-658.09,-646.27
1147,-657.42,-652.65,-658.09,-645.73
1148,-656.88,-657.91,-657.6,-646.9
1149,-656.34,-656.92,-656.97,-646.54
1150,-656.43,-654.3,-656.16,-647.8
1151,-656.43,-654.75,-656.7,-651.96
1152,-657.69,-655.83,-656.7,-650.61
1153,-657.87,-655.29,-655.71,-650.52
1154,-658.26,-655.11,-654.81,-650.43
1155,-657.54,-654.21,-654.36,-649.8
1156,-658.17,-654.39,-655.35,-650.34
1157,-659.25,-653.22,-654.45,-650.97
1158,-659.79,-651.03,-655.08,-647.81
1159,-660.69,-651.21,-655.53,-647.45
1160,-661.23,-653.28,-657.04,-647.72
1161,-662.4,-653.46,-658.03,-648.71
1162,-661.95,-654.27,-656.95,-650.15
1163,-661.5,-653.82,-656.5,-649.16
1164,-661.95,-654.9,-657.04,-648.53
1165,-662.67,-654.31,-659.11,-649.61
1166,-662.94,-653.95,-657.53,-648.8
1167,-663.66,-652.78,-657.62,-647.99
1168,-664.47,-651.61,-659.6,-650.27
1169,-664.29,-651.52,-658.61,-650.27
1170,-660.73,-651.34,-661.21,-651.17
1171,-659.56,-650.53,-657.14,-650.81
1172,-658.55,-651.43,-657.23,-649.64
1173,-658.01,-651.88,-658.04,-654.48
